Plant Name,Capacity (MW),Project Status,Year of Commission,Technology,State,Country,Region,Estimated Annual CO2 Emission from Power Generation (1000 ton),Deal type,FDI?,Investing Company,Investing Country Ownership %,FDI Deal Type,Involving Chinese Policy bank?,Lender,Borrower,Source ,,,,,,
Rocksavage,740,In Operation,2011,Gas,Cheshire,UK,Europe/Central Asia,1762,M&A,Yes,China Huaneng Group,50,M&A,No,NA,NA,"http://www.chng.com.cn/n31533/n31685/n106253/n709042/index.html , http://globalenergyobservatory.org/geoid/5152",,,,,,
Rosamond,47,In Operation,2013,Solar,CA,USA,North America,0,M&A,Yes,Canadian Solar,100,M&A,No,NA,NA,,,,,,,
Rosana 1,80,In Operation,2017,Hydropower,SP,BRAZIL,LAC,0,M&A,Yes,China Three Gorges Corporation,100,M&A,No,NA,NA,http://globalenergyobservatory.org/geoid/43397,http://globalenergyobservatory.org/geoid/43397,,,,,
Rosana 2,160,In Operation,2017,Hydropower,SP,BRAZIL,LAC,0,M&A,Yes,China Three Gorges Corporation,100,M&A,No,NA,NA,http://globalenergyobservatory.org/geoid/43397,http://globalenergyobservatory.org/geoid/43397,,,,,
Rosana 3,80,In Operation,2017,Hydropower,SP,BRAZIL,LAC,0,M&A,Yes,China Three Gorges Corporation,100,M&A,No,NA,NA,http://globalenergyobservatory.org/geoid/43397,http://globalenergyobservatory.org/geoid/43397,,,,,
Rositas,500,Under Planning,Pending,Hydropower,Santa Cruz,BOLIVIA,LAC,0,Policy bank only,No,NA,NA,NA,Yes,Ex-Im Bank,ENDE,https://www.latinamericahydrocongress.com/en/news-en/bolivia-s-ende-awards-contract-to-chinese-firms-for-rositas-hydroelectric-plant,,,,,,
Rowles Solar,13,In Operation,2016,Solar,Oxfordshire,UK,Europe/Central Asia,0,M&A,Yes,Panda Green Energy Group,100,M&A,No,NA,NA,,,,,,,
Rusholme,25,In Operation,2014,Wind,Yorkshire,UK,Europe/Central Asia,0,M&A,Yes,China General Nuclear Power Group,80,M&A,No,NA,NA,Platts,,,,,,
Russei Chrum Krom,338,In Operation,2014,Hydropower,Koh Kong,CAMBODIA,Southeast Asia,0,FDI + Policy bank,Yes,China Huadian Corporation,100,Greenfield,Yes,Ex-Im Bank,Government,"https://www.power-technology.com/news/newscambodia-starts-operations-at-china-built-338mw-hydro-power-generation-project-4488250/ , https://www.hydroworld.com/articles/2015/01/ceremony-marks-completion-of-cambodia-s-338-mw-russeo-chrum-krom-hydropower-plant.html , https://ppi.worldbank.org/snapshots/project/Stung-Russey-Chrum-Krom-Hydropower-Plant-5813",https://china.aiddata.org/projects/33123,http://www.xinhuanet.com/world/2015-01/14/c_1113990472.htm,http://www.baju.com.cn/Web/Production/ProductionShow.asp?ID=211,https://web.archive.org/web/20100901140919/http://www.herbertsmith.com/News/news130710.htm,,
Rzepin,58,In Operation,2015,Wind,Lubuskie,POLAND,Europe/Central Asia,0,M&A,Yes,China Three Gorges Corporation,49,M&A,No,NA,NA,https://www.edf-renouvelables.com/en/press/press-releases/edf-energies-nouvelles-commissions-the-rzepin-wind-farm-58-mw-in-poland/,https://www.edf-renouvelables.com/en/press/press-releases/edf-energies-nouvelles-commissions-the-rzepin-wind-farm-58-mw-in-poland/,,,,,
Safra,42,In Operation,2013,Wind,Leiria,PORTUGAL,Europe/Central Asia,0,M&A,Yes,China Three Gorges Corporation,50,M&A,No,NA,NA,http://old.sasac.gov.cn/n1808314/n2106300/n2106317/c2264904/content.html,,,,,,
Sahiwal Project,1320,In Operation,2017,Coal,Punjab,PAKISTAN,South Asia,6654,Greenfield,Yes,China Huaneng Group,51,Greenfield,No,NA,NA,"https://www.beltroad-initiative.com/sahiwal-coal-power-project/, https://en.wikipedia.org/wiki/Sahiwal_Coal_Power_Project",,,,,,
Salandra-Ferrandina,20,Under Planning,2016,Wind,,ITALY,Europe/Central Asia,0,M&A,Yes,China Three Gorges Corporation,49,M&A,No,NA,NA,http://www.mofcom.gov.cn/article/i/jyjl/m/201601/20160101228309.shtml,,,,,,
Salgueiros-Guilhado,8,In Operation,2013,Wind,Vila Real,PORTUGAL,Europe/Central Asia,0,M&A,Yes,China Three Gorges Corporation,50,M&A,No,NA,NA,http://old.sasac.gov.cn/n1808314/n2106300/n2106317/c2264904/content.html,,,,,,
Salto Goes,20,In Operation,2017,Hydropower,SC,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,https://macauhub.com.mo/zh/2017/12/01/pt-grupo-china-state-grid-controla-9476-do-capital-da-brasileira-cpfl-energia/,,,,,,
Salto Rio Verde,116,In Operation,2015,Hydropower,GO,BRAZIL,LAC,0,M&A,Yes,China Three Gorges Corporation,100,M&A,No,NA,NA,"https://www.ctgbr.com.br/en/portfolio-item/hydropower/ , https://www.ctgbr.com.br/en/business/",,,,,,
San Gaban-Iii,206,Under Construction,2021,Hydropower,Puno,PERU,LAC,0,FDI + Policy bank,Yes,China Three Gorges Corporation,50,Greenfield,Yes,CDB,Hydro Global Peru S.A.C.,"https://www.hydroworld.com/articles/2017/12/peru-s-san-gaban-project-receives-chinese-cash-infusion.html , https://www.edp.com/en/news/2017/11/15/edp-invests-a-new-hydroelectric-power-plant-peru , https://www.hydroworld.com/articles/2016/07/chinese-portuguese-companies-sign-deal-to-develop-206-mw-san-gaban-iii-hydro-in-peru.html",,,,,,
Sanakham Datang,660,Under Planning,Pending,Hydropower,Xaignabouri,LAOS,Southeast Asia,0,Greenfield,Yes,China Datang,Not found,Greenfield,No,NA,NA,https://www.khmertimeskh.com/50700261/mekong-region-facing-serious-drought/,,,,,,
Santa Clara Cpfl,180,In Operation,2017,Wind,RN,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,https://macauhub.com.mo/zh/2017/12/01/pt-grupo-china-state-grid-controla-9476-do-capital-da-brasileira-cpfl-energia/,,,,,,
Santo Antonio Do Jari,374,In Operation,2014,Hydropower,AP,BRAZIL,LAC,0,M&A,Yes,China Three Gorges Corporation,50,M&A,No,NA,NA,https://www.hydroworld.com/articles/2014/09/brazil-authorizes-operation-of-373-3-mw-santo-antonio-do-jari-hydro-project.html#gref,https://www.hydroworld.com/articles/2014/09/brazil-authorizes-operation-of-373-3-mw-santo-antonio-do-jari-hydro-project.html#gref,,,,,
Sao Goncalo Abaixo,11,In Operation,2017,Hydropower,MG,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,https://macauhub.com.mo/zh/2017/12/01/pt-grupo-china-state-grid-controla-9476-do-capital-da-brasileira-cpfl-energia/,,,,,,
Sao Manoel,700,In Operation,2018,Hydropower,PA,BRAZIL,LAC,0,Greenfield,Yes,China Three Gorges Corporation,33,Greenfield,No,NA,NA,"https://www.ctgbr.com.br/en/portfolio-item/hydropower/ , https://brasil.edp.com/en/news/2018/04/27/sao-manoel-starts-commercial-operation ,https://saomanoelenergia.com.br/en/power-plant-0 , https://saomanoelenergia.com.br/en/institutional , https://renewablesnow.com/news/china-three-gorges-to-get-33-3-in-brazils-700-mw-sao-manoel-hpp-403837/",,,,,,
Sao Simao Paranaiba,1635,In Operation,2018,Hydropower,GO,BRAZIL,LAC,0,M&A,Yes,State Power Investment Corporation,NA,M&A,No,NA,NA,"http://eng.spic.com.cn/NewsCenter/PhotoNews/201712/t20171207_283553.htm, https://en.wikipedia.org/wiki/São_Simão_Dam#São_Simão_Hydroelectric_Power_Plant , https://www.reuters.com/article/us-spic-brazil/chinas-power-investment-group-seeks-new-brazil-targets-after-2-billion-deal-idUSKCN1IH08M",,,,,,
Sasan Umpp 1-2,1320,In Operation,2013,Coal,Madhya Pradesh,INDIA,South Asia,11572,Policy bank only,No,NA,NA,NA,Yes,CDB-Ex-Im Cofinancing,"Sasan Power, subsidiary of Reliance Power",https://www.livemint.com/Companies/Qb1HEUpiKVGKMzm6aSXDgP/CLP-India-signs-288mn-financing-agreement-for-its-Jhajjar.html,,,,,,
Sasan Umpp 3-5,1780,In Operation,2014,Coal,Madhya Pradesh,INDIA,South Asia,15605,Policy bank only,No,NA,NA,NA,Yes,CDB-Ex-Im Cofinancing,"Sasan Power, subsidiary of Reliance Power",https://www.livemint.com/Companies/Qb1HEUpiKVGKMzm6aSXDgP/CLP-India-signs-288mn-financing-agreement-for-its-Jhajjar.html,,,,,,
Sasan Umpp 6,660,In Operation,2015,Coal,Madhya Pradesh,INDIA,South Asia,5786,Policy bank only,No,NA,NA,NA,Yes,CDB-Ex-Im Cofinancing,"Sasan Power, subsidiary of Reliance Power",https://www.livemint.com/Companies/Qb1HEUpiKVGKMzm6aSXDgP/CLP-India-signs-288mn-financing-agreement-for-its-Jhajjar.html,,,,,,
Serra Da Mesa,1275,In Operation,2017,Hydropower,GO,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,"https://macauhub.com.mo/zh/2017/12/01/pt-grupo-china-state-grid-controla-9476-do-capital-da-brasileira-cpfl-energia/ , https://en.wikipedia.org/wiki/Serra_da_Mesa_Dam#Serra_da_Mesa_Hydroelectric_Power_Station, http://globalenergyobservatory.org/geoid/43362",,,,,,
Serra Do Mu,22,In Operation,2013,Wind,Beja,PORTUGAL,Europe/Central Asia,0,M&A,Yes,China Three Gorges Corporation,50,M&A,No,NA,NA,http://old.sasac.gov.cn/n1808314/n2106300/n2106317/c2264904/content.html,,,,,,
Shweli-1,600,In Operation,2008,Hydropower,Shan,MYANMAR,Southeast Asia,0,Greenfield,Yes,China Huaneng Group,50,Greenfield,No,NA,NA,"http://www.chng.com.cn/eng/n75871/n75965/c218477/content.html , https://ppi.worldbank.org/snapshots/project/Shweli-River-Cascade-1-Hydropower-Station-4576",,,,,,
Sihanoukville Ciidg 1,270,In Operation,2014,Coal,Krong Preah Sihanouk,CAMBODIA,Southeast Asia,1361,Greenfield,Yes,Chinaerdos,100,Greenfield,No,NA,NA,https://www.sourcewatch.org/index.php?title=Sihanoukville_CIIDG_power_station,https://www.sourcewatch.org/index.php?title=Sihanoukville_CIIDG_power_station,,,,,
Sihanoukville Ciidg 2,135,In Operation,2017,Coal,Krong Preah Sihanouk,CAMBODIA,Southeast Asia,680,Greenfield,Yes,Chinaerdos,100,Greenfield,No,NA,NA,https://www.sourcewatch.org/index.php?title=Sihanoukville_CIIDG_power_station,https://www.sourcewatch.org/index.php?title=Sihanoukville_CIIDG_power_station,,,,,
Simpang Belimbing,300,In Operation,2011,Coal,South Sumatra,INDONESIA,Southeast Asia,1512,Greenfield,Yes,Shenhua Group,70,Greenfield,No,NA,NA,"https://www.sourcewatch.org/index.php/Shenhua_Guohua_power_station , https://asian-power.com/event/asian-power-awards-2019?sect=past_winners",,,,,,
Sinan,24,In Operation,2008,Solar,Jeollanam-do,SOUTH KOREA,East Asia,0,Greenfield,Yes,Suntech,NA,Greenfield,No,NA,NA,,,,,,,
Sino Iron,500,In Operation,2012,Gas,WA,AUSTRALIA,Oceania,1327,Greenfield,Yes,China International Trust & Investment Corp - CITIC,Not Found,Greenfield,No,NA,NA,"https://www.power-technology.com/uncategorised/newssiemens-wins-ten-year-service-contract-for-450mw-sino-iron-power-station-in-western-australia-4150352/ , http://www.nilsen.com.au/case_studies/Sino_Iron_Power_Station.pdf , https://www.australianmining.com.au/news/power-plant-for-sino-project/ , https://citicpacificmining.com/our-operation/supporting-infrastructure",,,,,,
Smiths Falls Lanark,36,In Operation,2015,Solar,ON,CANADA,North America,0,M&A,Yes,Canadian Solar,100,M&A,No,NA,NA,,,,,,,
Smiths Falls Leeds,32,In Operation,2015,Solar,ON,CANADA,North America,0,M&A,Yes,Canadian Solar,100,M&A,No,NA,NA,,,,,,,
Sopladora,321,In Operation,2016,Hydropower,Azuay,ECUADOR,LAC,0,Policy bank only,No,NA,NA,NA,Yes,Ex-Im Bank,Government,http://www.chinadaily.com.cn/m/gezhouba/2015-01/30/content_19475245.htm,,,,,,
Souapiti,450,Under Construction,2022,Hydropower,Dubreka,GUINEA,Africa,0,Policy bank only,No,NA,NA,NA,Yes,Ex-Im Bank,Government,https://www.enr.com/articles/44304-china-exim-bank-to-fund-souapiti-hydro-project-in-guinea,,http://www.eximbank.gov.cn/tm/Newlist/index_343_30959.html; https://www.imf.org/external/pubs/ft/dsa/pdf/2018/dsacr18234.pdf; http://www.mofcom.gov.cn/article/i/jyjl/k/201512/20151201217724.shtml,,,,
Soubre,275,In Operation,2017,Hydropower,Bas-Sassandra,COTE D'IVOIRE,Africa,0,Policy bank only,No,NA,NA,NA,Yes,Ex-Im Bank,Government,http://www.guancha.cn/Project/2017_11_04_433513.shtml,,No evidence of finance info,,,,
Souza Dias (Jupia),1411,In Operation,2015,Hydropower,SP,BRAZIL,LAC,0,M&A,Yes,China Three Gorges Corporation,67,M&A,No,NA,NA,"https://www.ctgbr.com.br/en/portfolio-item/hydropower/ , https://www.ctgbr.com.br/en/ctg-brasil-takes-over-the-operation-of-the-ilha-solteira-and-jupia-hydropower-plants/, https://www.reuters.com/article/brazil-power-auction-idUSL1N13K0Q020151125",,,,,,
Spalding Intergen,840,In Operation,2011,Gas,Lincolnshire,UK,Europe/Central Asia,2000,M&A,Yes,China Huaneng Group,50,M&A,No,NA,NA,"http://www.chng.com.cn/n31533/n31685/n106253/n709042/index.html , https://en.wikipedia.org/wiki/Spalding_Power_Station",,,,,,
Stanari,300,In Operation,2016,Coal,Srpska,BOSNIA-HERZEGOVINA,Europe/Central Asia,1950,Policy bank only,No,NA,NA,NA,Yes,CDB,EFT Group,https://www.kingsofcoal.org/case-studies/stanari,,,,,,
Starokozache,43,In Operation,2012,Solar,Odessa,UKRAINE,Europe/Central Asia,0,Greenfield,Yes,China National Building Material,100,Greenfield,No,NA,NA,,,,,,,
Stockyard Hill,530,Under Construction,2020,Wind,VIC,AUSTRALIA,Oceania,0,Greenfield,Yes,Xinjiang Goldwind Science & Technology (Goldwind),NA,Greenfield,No,NA,NA,"https://www.stockyardhillwindfarm.com.au/the-project , https://www.power-technology.com/projects/stockyard-hill-windfarm-victoria/ , http://www.goldwindaustralia.com/projects/planned/stockyard-hill-wind-farm/",,,,,,
Stung Atay-1,120,In Operation,2013,Hydropower,Pursat,CAMBODIA,Southeast Asia,0,FDI + Policy bank,Yes,Datang International Power Generation,Not Found,Greenfield,Yes,Ex-Im Bank,Government,"https://www.hydroworld.com/articles/2012/11/several-missing-after-collapse-at-cambodias-120-mw-stung-atay-hydropower-plant.html , https://www.khmertimeskh.com/48347/120-mw-plant-in-cambodia-to-start-operation/",,,,,,
Stung Tatay,246,In Operation,2014,Hydropower,Koh Kong,CAMBODIA,Southeast Asia,0,FDI + Policy bank,Yes,China National Machinery Industry Corporation,100,Greenfield,Yes,Ex-Im Bank,Government,"https://cdm.unfccc.int/filestorage/_/n/86VIAHXUCS75ZP3TDW1QN4EMFYBRJ2.pdf/PDD_Tatay.pdf?t=RFZ8cHhvc3gwfDDX-S_CE1mwI_gG5tLE0BkW , https://www.phnompenhpost.com/business/china-power-plant-open,https://cdm.unfccc.int/filestorage/_/n/86VIAHXUCS75ZP3TDW1QN4EMFYBRJ2.pdf/PDD_Tatay.pdf?t=RFZ8cHhvc3gwfDDX-S_CE1mwI_gG5tLE0BkW, https://www.phnompenhpost.com/business/china-power-plant-open",,,,,,
Stung Veal,100,Under Planning,Pending,Hydropower,Koh Kong,CAMBODIA,Southeast Asia,0,Greenfield,Yes,China Huadian Corporation,Not found,Greenfield,No,NA,NA,https://www.khmertimeskh.com/638580/chinese-company-asked-to-re-conduct-koh-kong-dam-study/,,,,,,
Suez Gulf,728,In Operation,2016,Gas,As Suways,EGYPT,Africa,2048,M&A,Yes,China General Nuclear Power Group,100,M&A,No,NA,NA,Dealogic,,,,,,
Suki Kanari,938,Under Planning,Pending,Hydropower,Khyber-Pakhtunkhwa,PAKISTAN,South Asia,0,FDI + Policy bank,Yes,China Gezhouba,Not found,Greenfield,No,Ex-Im Bank,Government,"http://cpec.gov.pk/project-details/15 , https://en.wikipedia.org/wiki/Suki_Kinari_Hydropower_Project#cite_note-18",,,,,,
Summit Gazipur-I,156,In Operation,2018,Oil,Dhaka,BANGLADESH,South Asia,539,Policy bank only,No,NA,NA,NA,Yes,Ex-Im Bank,Government,http://www.theindependentbd.com/arcprint/details/158179/2018-07-17,,,,,,
Sumsel (Ss-5),300,In Operation,2016,Coal,South Sumatra,INDONESIA,Southeast Asia,1512,Policy bank only,No,NA,NA,NA,Yes,CDB,Government,https://www.sourcewatch.org/index.php/Sumsel-5_power_station,,,,,,
Sumsel-1,700,Under Construction,2021,Coal,South Sumatra,INDONESIA,Southeast Asia,3528,Greenfield,Yes,Shenhua Group,75,Greenfield,No,NA,NA,"http://en.gpec.ceec.net.cn/art/2017/1/25/art_21900_1338762.html ,https://www.sourcewatch.org/index.php/Sumsel-1_power_station",,,,,,
Sunflower County,100,Under Planning,Pending,Solar,MS,USA,North America,0,Greenfield,Yes,Canadian Solar,Not found,Greenfield,No,NA,NA,https://www.renewableenergyworld.com/2018/11/08/1000acre-sunflower-solar-farm-to-be-built-for-entergy-mississippi/#gref,,,,,,
Sunningale,10,In Operation,2015,Solar,ON,CANADA,North America,0,M&A,Yes,Canadian Solar,100,M&A,No,NA,NA,,,,,,,
Taharoa C Block,100,Under Planning,Pending,Wind,Waikato,NEW ZEALAND,Oceania,0,Greenfield,Yes,Xinjiang Goldwind Science & Technology (Goldwind),Not found,Greenfield,No,NA,NA,https://www.linz.govt.nz/overseas-investment/decision-summaries-statistics/2012-08/201210092,,,,,,
Taiba-Albatroz,17,In Operation,2017,Wind,CE,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,https://macauhub.com.mo/zh/2017/12/01/pt-grupo-china-state-grid-controla-9476-do-capital-da-brasileira-cpfl-energia/,,,,,,
Tanjong Kling 1,212,In Operation,2016,Gas,Melaka,MALAYSIA,Southeast Asia,630,M&A,Yes,China General Nuclear Power Group,100,M&A,No,NA,NA,"https://www.reuters.com/article/us-malaysia-1mdb/malaysias-1mdb-sells-power-assets-to-china-firm-for-2-3-billion-idUSKBN0TC0PT20151123,  http://www.edra.energy/overview, http://www.edra.energy/portfolio-of-assets , http://www.edra.energy/malaysia",,,,,,
Tanjong Kling 2,118,In Operation,2016,Gas,Melaka,MALAYSIA,Southeast Asia,351,M&A,Yes,China General Nuclear Power Group,100,M&A,No,NA,NA,"https://www.reuters.com/article/us-malaysia-1mdb/malaysias-1mdb-sells-power-assets-to-china-firm-for-2-3-billion-idUSKBN0TC0PT20151123,  http://www.edra.energy/overview, http://www.edra.energy/portfolio-of-assets , http://www.edra.energy/malaysia",,,,,,
Tanjung Kasam,130,In Operation,2012,Coal,Riau,INDONESIA,Southeast Asia,655,Policy bank only,No,NA,NA,NA,Yes,Ex-Im Bank,Government,http://www.china.org.cn/business/2008-11/25/content_16820328.htm,,,,,,
Taoussa,25,Under Planning,Pending,Hydropower,Gao,MALI,Africa,0,Policy bank only,No,NA,NA,NA,Yes,Ex-Im Bank,Government,http://jt.cggc.cn/zh-hans/node/6812,,http://www.chinadaily.com.cn/m/gezhouba/2010-02/10/content_17170190.htm,,,,
Taquarucu 1,103,In Operation,2017,Hydropower,SP,BRAZIL,LAC,0,M&A,Yes,China Three Gorges Corporation,100,M&A,No,NA,NA,https://www.ctgbr.com.br/en/portfolio-item/hydropower/,https://www.ctgbr.com.br/en/portfolio-item/hydropower/,,,,,
Taquarucu 2,206,In Operation,2017,Hydropower,SP,BRAZIL,LAC,0,M&A,Yes,China Three Gorges Corporation,100,M&A,No,NA,NA,https://www.ctgbr.com.br/en/portfolio-item/hydropower/,https://www.ctgbr.com.br/en/portfolio-item/hydropower/,,,,,
Taquarucu 3,103,In Operation,2017,Hydropower,SP,BRAZIL,LAC,0,M&A,Yes,China Three Gorges Corporation,100,M&A,No,NA,NA,https://www.ctgbr.com.br/en/portfolio-item/hydropower/,https://www.ctgbr.com.br/en/portfolio-item/hydropower/,,,,,
Taquarucu 4,103,In Operation,2017,Hydropower,SP,BRAZIL,LAC,0,M&A,Yes,China Three Gorges Corporation,100,M&A,No,NA,NA,https://www.ctgbr.com.br/en/portfolio-item/hydropower/,https://www.ctgbr.com.br/en/portfolio-item/hydropower/,,,,,
Taralga,107,In Operation,2016,Wind,NSW,AUSTRALIA,Oceania,0,M&A,Yes,State Power Investment Corporation,100,M&A,No,NA,NA,https://cn.reuters.com/article/china-power-mrg-au-idCNKCS0WG10S,,,,,,
Tarapoa Refinery,21,In Operation,2000,Gas,Sucumbios,ECUADOR,LAC,51,Greenfield,Yes,Sinopec,NA,Greenfield,No,NA,NA,,,,,,,
Tastiota,100,Under Planning,Pending,Solar,SON,MEXICO,LAC,0,Greenfield,Yes,Canadian Solar,Not found,Greenfield,No,NA,NA,https://www.proyectosmexico.gob.mx/proyecto_inversion/702-cenace-subasta-electrica-de-largo-plazo-2017-tastiota/,,,,,,
Teluk Gong (Panglima) 1,440,In Operation,2016,Gas,Melaka,MALAYSIA,Southeast Asia,1298,M&A,Yes,China General Nuclear Power Group,100,M&A,No,NA,NA,"https://www.reuters.com/article/us-malaysia-1mdb/malaysias-1mdb-sells-power-assets-to-china-firm-for-2-3-billion-idUSKBN0TC0PT20151123,  http://www.edra.energy/overview, http://www.edra.energy/portfolio-of-assets , http://www.edra.energy/malaysia",,,,,,
Teluk Gong (Panglima) 2,720,In Operation,2016,Gas,Melaka,MALAYSIA,Southeast Asia,2142,M&A,Yes,China General Nuclear Power Group,100,M&A,No,NA,NA,"https://www.reuters.com/article/us-malaysia-1mdb/malaysias-1mdb-sells-power-assets-to-china-firm-for-2-3-billion-idUSKBN0TC0PT20151123,  http://www.edra.energy/overview, http://www.edra.energy/portfolio-of-assets , http://www.edra.energy/malaysia",,,,,,
Teluk Sirih,224,In Operation,2014,Coal,West Sumatra,INDONESIA,Southeast Asia,1129,Policy bank only,No,NA,NA,NA,Yes,CDB,PT PLN Persero,http://climatepolicyinitiative.org/wp-content/uploads/2015/11/Slowing-the-Growth-of-Coal-Power-Outside-China.pdf,,http://www.p5w.net/stock/lzft/hyyj/201110/P020111012507117455180.pdf,https://www.esdm.go.id/assets/media/content/content-working-group-on-oil-gas-and-coal.pdf,,,
Tembusu Cogen,162,In Operation,2008,Coal,,SINGAPORE,Southeast Asia,816,M&A,Yes,China Huaneng Group,50,M&A,No,NA,NA,http://www.chng.com.cn/eng/n75871/n75965/n1112740/index.html,,,,,,
Terra Fria,96,In Operation,2013,Wind,Vila Real,PORTUGAL,Europe/Central Asia,0,M&A,Yes,China Three Gorges Corporation,50,M&A,No,NA,NA,https://www.windbusinessintelligence.com/news/edp-renewables-inaugurates-terra-fria-wind-farm-montalegre-portugal,https://www.windbusinessintelligence.com/news/edp-renewables-inaugurates-terra-fria-wind-farm-montalegre-portugal,,,,,
Thai Binh-2,1200,Under Construction,2020,Coal,Thai Binh,VIETNAM,Southeast Asia,6049,Policy bank only,No,NA,NA,NA,Yes,CDB,PetroVietnam,,,,,,,
Thakayta Thilawa,106,In Operation,2018,Gas,Yangon,MYANMAR,Southeast Asia,315,Greenfield,Yes,Union Resources & Engineering Corporation,100,Greenfield,No,NA,NA,https://consult-myanmar.com/2016/05/13/china-myanmar-jv-starts-building-power-plant-in-myanmars-yangon/,https://consult-myanmar.com/2016/05/13/china-myanmar-jv-starts-building-power-plant-in-myanmars-yangon/,,,,,
Thalpitigala,15,Under Planning,Pending,Hydropower,Uva,SRI LANKA,South Asia,0,Policy bank only,No,NA,NA,NA,Yes,Ex-Im Bank,Government,http://www.erd.gov.lk/index.php?option=com_content&view=article&id=114:news&catid=29&Itemid=226&lang=si,,,,,,
